names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
IGKC,84.385185,8.495647,0.0,0.0,0.9974901398350663,Cancer,Cancer_vs_Normal,True
IGLC2,69.78078,7.1754074,0.0,0.0,0.8350663320186447,Cancer,Cancer_vs_Normal,True
IGLC3,62.00762,6.0019655,0.0,0.0,0.754392255288634,Cancer,Cancer_vs_Normal,True
IGHG3,58.88236,8.201867,0.0,0.0,0.6984582287558264,Cancer,Cancer_vs_Normal,True
IGHG4,56.827564,8.416987,0.0,0.0,0.6728217999282897,Cancer,Cancer_vs_Normal,True
IGHG1,54.31595,6.878112,0.0,0.0,0.6536392972391538,Cancer,Cancer_vs_Normal,True
IGHA1,45.583576,4.560318,0.0,0.0,0.5833632126210111,Cancer,Cancer_vs_Normal,True
CXCR4,44.199635,2.830543,0.0,0.0,0.757798494083901,Cancer,Cancer_vs_Normal,True
CREM,36.18034,2.0468864,1.2408682759984454e-286,2.1393697140282286e-283,0.7811043384725708,Cancer,Cancer_vs_Normal,True
CD3D,35.414845,2.924475,1.0090168412152491e-274,1.4720003379728614e-271,0.5458945858730728,Cancer,Cancer_vs_Normal,True
TRAC,34.43809,2.7361484,6.789086421827817e-260,9.19678742785461e-257,0.5561133022588741,Cancer,Cancer_vs_Normal,True
HLA-A,34.41851,0.9908792,1.3328728931467232e-259,1.6851956279018404e-256,0.9757977769809968,Cancer,Cancer_vs_Normal,True
IL32,32.253246,1.9006947,3.1678196862574865e-228,3.533982373521955e-225,0.7359268555037648,Cancer,Cancer_vs_Normal,True
BTG1,31.710964,1.1580896,1.0970866856146393e-220,1.1559027218156464e-217,0.9153818572965221,Cancer,Cancer_vs_Normal,True
RPS3,30.516676,0.5226098,1.5658877829923799e-204,1.484853090222524e-201,0.9856579419146647,Cancer,Cancer_vs_Normal,True
UBC,30.444273,0.91045636,1.4263958764752859e-203,1.288171323683514e-200,0.9277518823951237,Cancer,Cancer_vs_Normal,True
RPS2,29.974192,0.4830043,2.1296230986288042e-197,1.6155320826198108e-194,0.9939046253137325,Cancer,Cancer_vs_Normal,False
RPS19,29.065262,0.52768296,9.870765316227089e-186,6.038679491040218e-183,0.993008246683399,Cancer,Cancer_vs_Normal,True
YPEL5,28.939722,1.6124005,3.7798300569421164e-184,2.240139907184601e-181,0.6626030835424883,Cancer,Cancer_vs_Normal,True
SARAF,28.805483,1.1179234,1.831234155315627e-182,1.0524047198654808e-179,0.8269989243456436,Cancer,Cancer_vs_Normal,True
RGS1,28.68232,2.257204,6.340084500089768e-181,3.4354200726914986e-178,0.5089637863033345,Cancer,Cancer_vs_Normal,True
RGCC,28.109493,1.4940364,7.499428194581931e-174,3.843963667844495e-171,0.7432771602724991,Cancer,Cancer_vs_Normal,True
RPL13,27.836052,0.38072577,1.5890878672953845e-170,7.7274490777581965e-168,0.9955181068483328,Cancer,Cancer_vs_Normal,False
PTMA,27.780035,0.46938407,7.560217259218986e-170,3.413798102883049e-167,0.9795625672283973,Cancer,Cancer_vs_Normal,False
LDHA,27.634638,1.118613,4.269706849273578e-168,1.8831393115458933e-165,0.7640731444962352,Cancer,Cancer_vs_Normal,True
HLA-B,27.611494,0.73794,8.09833130660955e-168,3.4905648461329573e-165,0.9781283614198637,Cancer,Cancer_vs_Normal,True
LEPROTL1,27.304234,1.8211777,3.778078438209525e-164,1.557636034361818e-161,0.5699175331660093,Cancer,Cancer_vs_Normal,True
TUBA4A,26.792192,2.3475533,3.984235160611206e-158,1.6076812727870539e-155,0.45374686267479386,Cancer,Cancer_vs_Normal,True
