names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
IGKC,71.89099,7.216531,0.0,0.0,0.999734395750332,Cancer,Cancer_vs_Normal,True
IGHA1,69.48895,7.394545,0.0,0.0,0.9593625498007968,Cancer,Cancer_vs_Normal,True
IGLC2,69.16616,8.147688,0.0,0.0,0.9572377158034528,Cancer,Cancer_vs_Normal,True
IGHG3,61.689808,8.266373,0.0,0.0,0.849136786188579,Cancer,Cancer_vs_Normal,True
IGHG4,51.073647,8.5177765,0.0,0.0,0.702257636122178,Cancer,Cancer_vs_Normal,True
JCHAIN,47.350132,5.770684,0.0,0.0,0.6735723771580345,Cancer,Cancer_vs_Normal,True
IGHG1,43.882114,7.4078646,0.0,0.0,0.6066401062416998,Cancer,Cancer_vs_Normal,True
CXCR4,42.63654,2.945484,0.0,0.0,0.8690571049136786,Cancer,Cancer_vs_Normal,True
RPL13,41.864502,0.8710212,0.0,0.0,0.999203187250996,Cancer,Cancer_vs_Normal,True
SCGB3A2,41.74777,2.9949138,0.0,0.0,0.7049136786188579,Cancer,Cancer_vs_Normal,True
RGS1,41.416405,3.1210573,0.0,0.0,0.7766268260292165,Cancer,Cancer_vs_Normal,True
BTG1,41.19724,1.8923812,0.0,0.0,0.9675962815405047,Cancer,Cancer_vs_Normal,True
IGLC3,41.14449,6.642189,0.0,0.0,0.5729083665338646,Cancer,Cancer_vs_Normal,True
RPS18,40.505543,0.84544593,0.0,0.0,0.9989375830013281,Cancer,Cancer_vs_Normal,True
RPL13A,40.30055,0.830665,0.0,0.0,0.9989375830013281,Cancer,Cancer_vs_Normal,True
RPS8,39.033607,0.87860405,0.0,0.0,0.9944223107569721,Cancer,Cancer_vs_Normal,True
RPLP1,38.53905,0.7249049,0.0,0.0,0.999203187250996,Cancer,Cancer_vs_Normal,True
RPS4X,37.6392,0.7957267,4.9143922607976e-310,2.2732060786835666e-307,0.997875166002656,Cancer,Cancer_vs_Normal,True
RPS15A,37.478302,0.8092162,2.0787783467669197e-307,9.386674130103484e-305,0.996547144754316,Cancer,Cancer_vs_Normal,True
RPLP2,36.961246,0.688137,4.804972043008349e-299,2.1192161580384497e-296,0.99867197875166,Cancer,Cancer_vs_Normal,True
RPL3,36.875954,0.8511441,1.1226544436556409e-297,4.7313647830953845e-295,0.99734395750332,Cancer,Cancer_vs_Normal,True
RPS6,36.862503,0.8407157,1.8441376020118297e-297,7.603058613511815e-295,0.9976095617529881,Cancer,Cancer_vs_Normal,True
IGHM,35.990513,5.2740445,1.1773629934501716e-283,4.5568753409760214e-281,0.5152722443559097,Cancer,Cancer_vs_Normal,True
RPL30,35.84703,0.71718365,2.0458240070053597e-281,7.759810458571328e-279,0.99734395750332,Cancer,Cancer_vs_Normal,True
RPL9,35.81965,0.702188,5.4612646246747625e-281,2.03084085503837e-278,0.9962815405046481,Cancer,Cancer_vs_Normal,True
IGHA2,35.699757,4.7745886,3.987630363414647e-279,1.4543348046568994e-276,0.5248339973439575,Cancer,Cancer_vs_Normal,True
RPS3A,35.28153,0.75748074,1.1276272392194855e-272,4.03499067769765e-270,0.9976095617529881,Cancer,Cancer_vs_Normal,True
RPL11,35.151737,0.63489664,1.0934839889010117e-270,3.840356268427349e-268,0.997875166002656,Cancer,Cancer_vs_Normal,True
RPL23A,35.07955,0.80149424,1.382236327443872e-269,4.76620217272237e-267,0.9981407702523241,Cancer,Cancer_vs_Normal,True
RPL35A,35.02928,0.7604026,8.062841298786022e-269,2.6826628987978408e-266,0.9933598937583001,Cancer,Cancer_vs_Normal,True
RPS29,34.826115,0.7847273,9.792220361262714e-266,3.1476179517177523e-263,0.9962815405046481,Cancer,Cancer_vs_Normal,True
RPS25,34.79523,0.6795253,2.8718852363782096e-265,9.077550584652124e-263,0.9968127490039841,Cancer,Cancer_vs_Normal,True
RPS27,34.217934,0.7143127,1.3084866961943303e-256,3.817761568203919e-254,0.997875166002656,Cancer,Cancer_vs_Normal,True
RPS27A,34.17293,0.75350624,6.104534694029703e-256,1.7541287950344443e-253,0.9981407702523241,Cancer,Cancer_vs_Normal,True
RPL10,34.1712,0.61594725,6.477644000980588e-256,1.8335599772924905e-253,1.0,Cancer,Cancer_vs_Normal,True
RPL32,34.12387,0.6493708,3.265066063947105e-255,9.106173220993653e-253,0.99734395750332,Cancer,Cancer_vs_Normal,True
RPL5,34.10505,0.8338119,6.208576197798762e-255,1.7064586607428047e-252,0.9872509960159362,Cancer,Cancer_vs_Normal,True
RPS3,33.808155,0.7808976,1.496736720423449e-250,3.9979735074409444e-248,0.997078353253652,Cancer,Cancer_vs_Normal,True
RPL10A,33.295395,0.7578955,4.501545797462458e-243,1.1857196673454932e-240,0.9925630810092961,Cancer,Cancer_vs_Normal,True
RPL19,33.192665,0.58317935,1.3737271343615372e-241,3.520639878806291e-239,0.997078353253652,Cancer,Cancer_vs_Normal,True
RPL34,33.159363,0.6717177,4.150992232428548e-241,1.0496475691734322e-238,0.9968127490039841,Cancer,Cancer_vs_Normal,True
RPS23,33.14535,0.6246828,6.607418419623352e-241,1.627398575690349e-238,0.995750332005312,Cancer,Cancer_vs_Normal,True
RPL41,32.97867,0.5347217,1.6429012923069313e-238,3.8947028760751185e-236,0.998406374501992,Cancer,Cancer_vs_Normal,True
TRAC,32.59263,2.5570161,5.216130447640027e-233,1.1776656421368227e-230,0.650464807436919,Cancer,Cancer_vs_Normal,True
RPL39,32.142708,0.64197206,1.1168427536637538e-226,2.4628980027015223e-224,0.995750332005312,Cancer,Cancer_vs_Normal,True
RPS12,32.125618,0.62943816,1.935033852115489e-226,4.218151379927615e-224,0.99734395750332,Cancer,Cancer_vs_Normal,True
RPS5,31.868475,0.718734,7.302522342181155e-223,1.53880373577184e-220,0.9848605577689243,Cancer,Cancer_vs_Normal,True
RPL18,31.751167,0.68320245,3.0596152682636204e-221,6.307130822023864e-219,0.9912350597609562,Cancer,Cancer_vs_Normal,True
EEF1B2,31.731869,0.94454575,5.648925222203709e-221,1.1519555574096058e-218,0.9540504648074369,Cancer,Cancer_vs_Normal,True
JUNB,31.60371,1.3833263,3.283203096487662e-219,6.624036885626438e-217,0.9455511288180611,Cancer,Cancer_vs_Normal,True
RPL36,31.534786,0.66869676,2.8987726890020206e-218,5.786865689149824e-216,0.9877822045152722,Cancer,Cancer_vs_Normal,True
RPS14,31.24819,0.5474046,2.362594011989793e-214,4.5259187310491347e-212,0.997875166002656,Cancer,Cancer_vs_Normal,True
RPS2,30.893686,0.6527898,1.452076887135324e-209,2.6998664867177864e-207,0.99734395750332,Cancer,Cancer_vs_Normal,True
