gene,chromosome,mean_expr,std_expr,corr_cis,pval_cis,corr_trans,pval_trans,cis_minus_trans,cnv_source,corr_with_cnv,pval,pval_adj,dosage_sensitive,dosage_compensated,strong_cis_effect
HLA-DRA,chr6,2.63183,1.6640365,0.7558731536135986,0.0,-0.5543286649460583,0.0,1.310201818559657,chromosome-specific,0.7558731536135986,0.0,0.0,True,False,True
HLA-DRB1,chr6,2.1281226,1.479685,0.7544859642604849,0.0,-0.5558828053253067,0.0,1.3103687695857915,chromosome-specific,0.7544859642604849,0.0,0.0,True,False,True
HLA-DPB1,chr6,2.1449974,1.4301379,0.7541091125396218,0.0,-0.5480580622564051,0.0,1.3021671747960268,chromosome-specific,0.7541091125396218,0.0,0.0,True,False,True
HLA-DQA1,chr6,1.8482131,1.5589608,0.7498798388641038,0.0,-0.5785337587003736,0.0,1.3284135975644773,chromosome-specific,0.7498798388641038,0.0,0.0,True,False,True
HLA-DPA1,chr6,1.8023208,1.4425828,0.7453375767147508,0.0,-0.5706676388410175,0.0,1.3160052155557682,chromosome-specific,0.7453375767147508,0.0,0.0,True,False,True
HLA-DQB1,chr6,1.2754315,1.3055171,0.7276871069940218,0.0,-0.5333401975908478,0.0,1.2610273045848697,chromosome-specific,0.7276871069940218,0.0,0.0,True,False,True
HLA-DRB5,chr6,1.2831422,1.3012362,0.695599928278017,0.0,-0.5122728663671378,0.0,1.2078727946451546,chromosome-specific,0.695599928278017,0.0,0.0,True,False,True
HLA-DMA,chr6,0.89172286,1.0114992,0.6566117339029914,0.0,-0.49825851429544044,0.0,1.1548702481984319,chromosome-specific,0.6566117339029914,0.0,0.0,True,False,True
AIF1,chr6,0.9083398,1.2134026,0.5887869493333392,0.0,-0.5907969779703812,0.0,1.1795839273037205,chromosome-specific,0.5887869493333392,0.0,0.0,True,False,True
LST1,chr6,0.82298756,1.0938128,0.5639132878529791,0.0,-0.5665338156629613,0.0,1.1304471035159405,chromosome-specific,0.5639132878529791,0.0,0.0,True,False,True
LY86,chr6,0.39519086,0.6436944,0.5511612912519369,0.0,-0.46533717372284783,0.0,1.0164984649747848,chromosome-specific,0.5511612912519369,0.0,0.0,True,False,True
S100A10,chr1,2.1601164,1.2712411,0.5144478882709687,0.0,-0.3538211365186994,3.614729753875203e-184,0.868269024789668,chromosome-specific,0.5144478882709687,0.0,0.0,True,False,True
S100A11,chr1,2.0447114,1.3118153,0.5065311128514769,0.0,-0.39142395733396307,1.7211219220892784e-228,0.89795507018544,chromosome-specific,0.5065311128514769,0.0,0.0,True,False,True
S100A6,chr1,2.9192445,1.2036517,0.48152635439333835,0.0,-0.13623283965619598,2.4426139517545464e-27,0.6177591940495344,chromosome-specific,0.48152635439333835,0.0,0.0,True,False,True
C1QB,chr1,1.289833,1.5903058,0.46382047646746993,0.0,-0.5982722878693536,0.0,1.0620927643368234,chromosome-specific,0.46382047646746993,0.0,0.0,True,False,True
C1QA,chr1,1.3806841,1.6148249,0.4605246397254467,0.0,-0.6090763489123048,0.0,1.0696009886377515,chromosome-specific,0.4605246397254467,0.0,0.0,True,False,True
PLS3,chrX,0.077147454,0.30830106,0.45837640022053067,4e-323,0.45837640022053067,4e-323,0.0,global,0.45837640022053067,4e-323,3.4644e-320,True,False,False
S100A4,chr1,2.8264902,1.2652937,0.4545530993211997,3.747546e-317,-0.43787533577177806,7.359529369226421e-292,0.8924284350929778,chromosome-specific,0.4545530993211997,3.747546e-317,3.120394363e-314,True,False,True
CD83,chr6,0.6727152,0.9178962,0.4488540042192787,2.378490008944659e-308,-0.31527454113734515,1.3303334551929393e-144,0.7641285453566238,chromosome-specific,0.4488540042192787,2.378490008944659e-308,1.8861425770931147e-305,True,False,True
PHACTR1,chr6,0.3900414,0.6910046,0.4476058579279697,1.9134580899884597e-306,-0.40618758002724586,1.49495140649963e-247,0.8537934379552156,chromosome-specific,0.4476058579279697,1.9134580899884597e-306,1.4484007987535373e-303,True,False,True
