names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
IGKC,45.91705,4.7373476,0.0,0.0,0.7305896088733217,Cancer,Cancer_vs_Normal,True
JUNB,45.29621,2.1595774,0.0,0.0,0.9573847051955633,Cancer,Cancer_vs_Normal,True
RPL41,39.76575,0.74664396,0.0,0.0,0.9985405720957384,Cancer,Cancer_vs_Normal,True
RPL36,39.640366,0.9272031,0.0,0.0,0.9927028604786924,Cancer,Cancer_vs_Normal,True
RPLP1,39.20964,0.7380669,0.0,0.0,1.0,Cancer,Cancer_vs_Normal,True
RPS23,35.548695,0.6784415,8.703190140763516e-277,8.252800050979004e-274,0.997081144191477,Cancer,Cancer_vs_Normal,True
RPS28,35.038906,0.6940672,5.753570668867892e-269,4.546519488961648e-266,0.997081144191477,Cancer,Cancer_vs_Normal,True
RPS29,34.9343,0.9095996,2.2423609132932828e-267,1.7010549888242842e-264,0.9944541739638062,Cancer,Cancer_vs_Normal,True
MGP,34.53986,4.9427485,2.023877853107807e-261,1.4215867957107244e-258,0.5531231757151197,Cancer,Cancer_vs_Normal,True
RPS8,34.326244,0.8132483,3.186428369430696e-258,2.0838142767673502e-255,0.997081144191477,Cancer,Cancer_vs_Normal,True
RPS18,34.05826,0.78489166,3.0627722206693555e-254,1.936182505499811e-251,0.9994162288382954,Cancer,Cancer_vs_Normal,True
RPL13,33.963684,0.7800097,7.660814824898956e-253,4.686688811426087e-250,0.9988324576765908,Cancer,Cancer_vs_Normal,True
RPS27,33.758427,0.9086405,8.04241569645065e-250,4.621951929793533e-247,0.9988324576765908,Cancer,Cancer_vs_Normal,True
RPL13A,33.710808,0.7707338,4.0144997634759415e-249,2.239264353362389e-246,0.9985405720957384,Cancer,Cancer_vs_Normal,True
RPL35A,33.24576,0.80640095,2.3506505545832016e-242,1.2048672369640653e-239,0.9959136018680678,Cancer,Cancer_vs_Normal,True
RPL37,32.996967,0.73747545,8.97850803878217e-239,4.480984340934312e-236,0.9953298307063632,Cancer,Cancer_vs_Normal,True
RPL32,32.98467,0.6736924,1.3476682782326988e-238,6.55346894786747e-236,0.9988324576765908,Cancer,Cancer_vs_Normal,True
RPL9,32.96597,0.64372593,2.4980283506355773e-238,1.184377691745093e-235,0.9973730297723292,Cancer,Cancer_vs_Normal,True
RPL18,32.72397,0.7604395,7.125418519316287e-235,3.1426409818333346e-232,0.993286631640397,Cancer,Cancer_vs_Normal,True
RPL37A,32.710503,0.6167756,1.1073710209920875e-234,4.77302077570794e-232,0.9947460595446584,Cancer,Cancer_vs_Normal,True
RPL39,32.64745,0.64397764,8.709486637174367e-234,3.670564757200264e-231,0.9941622883829538,Cancer,Cancer_vs_Normal,True
RPL10A,32.56259,0.71774215,1.3890928452315515e-232,5.726988219525298e-230,0.9929947460595446,Cancer,Cancer_vs_Normal,True
RPL34,32.49592,0.7350593,1.2176631566474003e-231,4.811037867878738e-229,0.9985405720957384,Cancer,Cancer_vs_Normal,True
RPS10,32.22522,0.79413795,7.826137540618913e-228,2.968453969156754e-225,0.981903093987157,Cancer,Cancer_vs_Normal,True
RPS25,31.974575,0.7066405,2.4611839826531132e-224,8.976221967503132e-222,0.99620548744892,Cancer,Cancer_vs_Normal,True
RPL30,31.923134,0.7020939,1.2752642230261332e-223,4.563280375413324e-221,0.9976649153531816,Cancer,Cancer_vs_Normal,True
RPL7A,31.827196,0.66067696,2.7225509729874125e-222,9.387850764128414e-220,0.9915353181552832,Cancer,Cancer_vs_Normal,True
RPLP2,31.767982,0.66701245,1.792723608063158e-221,6.07125057623532e-219,0.9994162288382954,Cancer,Cancer_vs_Normal,True
RPS15A,31.48119,0.77860373,1.5716815867775025e-217,5.139127809178506e-215,0.9976649153531816,Cancer,Cancer_vs_Normal,True
RPL11,31.382418,0.5935679,3.515746241203663e-216,1.111268791073791e-213,0.9985405720957384,Cancer,Cancer_vs_Normal,True
RPL10,31.19291,0.6332649,1.3295404805323608e-213,4.0668927763381e-211,0.999124343257443,Cancer,Cancer_vs_Normal,True
RPL31,30.48861,0.7479802,3.689582897447229e-204,1.0765067638474877e-201,0.9959136018680678,Cancer,Cancer_vs_Normal,True
RPL5,30.307365,0.7722563,9.168271632790882e-202,2.6344889623618043e-199,0.9877408056042032,Cancer,Cancer_vs_Normal,True
