names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
RNASE1,27.124672,2.7856607,5.039344272627934e-162,4.778558206519438e-158,0.4570725707257073,High_CNV,High_CNV_vs_Low_CNV,True
KRT19,24.61316,3.3612738,9.132972320359296e-134,3.4641364011122804e-130,0.3936039360393604,High_CNV,High_CNV_vs_Low_CNV,True
MUC1,24.173061,3.3311005,4.272863409146852e-129,1.1576407793495722e-125,0.38204182041820417,High_CNV,High_CNV_vs_Low_CNV,True
WFDC2,24.144617,3.4481916,8.504827423783633e-129,2.0161756511507075e-125,0.38277982779827796,High_CNV,High_CNV_vs_Low_CNV,True
ELF3,24.068409,3.650206,5.356464494470427e-128,1.1287261015292406e-124,0.36654366543665434,High_CNV,High_CNV_vs_Low_CNV,True
EPCAM,23.982784,3.8725903,4.205894104483853e-127,7.976478169153628e-124,0.34661746617466177,High_CNV,High_CNV_vs_Low_CNV,True
CLDN4,23.809784,3.461561,2.64479240642245e-125,4.559862544345614e-122,0.3638376383763838,High_CNV,High_CNV_vs_Low_CNV,True
MAL2,23.675821,4.0106297,6.39992566402331e-124,1.0114549184850173e-120,0.3421894218942189,High_CNV,High_CNV_vs_Low_CNV,True
MGST1,23.551641,2.6602724,1.207689623983401e-122,1.635988122774657e-119,0.43444034440344403,High_CNV,High_CNV_vs_Low_CNV,True
AGR2,23.073729,3.0141735,8.50119051877994e-118,1.0748338545910772e-114,0.3854858548585486,High_CNV,High_CNV_vs_Low_CNV,True
MALL,22.826014,3.8951573,2.5300699854393957e-115,2.998923579616134e-112,0.3247232472324723,High_CNV,High_CNV_vs_Low_CNV,True
KRT7,22.718552,3.5344312,2.9373302562951993e-114,3.2768510770963797e-111,0.34440344403444034,High_CNV,High_CNV_vs_Low_CNV,True
RPL12,22.702265,0.49568525,4.255080866053679e-114,4.483200479150446e-111,0.9928659286592866,High_CNV,High_CNV_vs_Low_CNV,False
KRT18,22.60884,3.407678,3.5473764686283553e-113,3.540841827765092e-110,0.35276752767527675,High_CNV,High_CNV_vs_Low_CNV,True
IFI27,22.577852,2.0893824,7.154206297365069e-113,6.783976121476426e-110,0.5141451414514145,High_CNV,High_CNV_vs_Low_CNV,True
IFITM3,22.551128,1.6486993,1.30907007954645e-112,1.1822149551713535e-109,0.5633456334563346,High_CNV,High_CNV_vs_Low_CNV,True
S100A6,21.941948,0.87228125,1.0337700598759995e-106,8.911567811612877e-104,0.9670356703567036,High_CNV,High_CNV_vs_Low_CNV,True
S100A14,21.89677,3.9761744,2.788535562781664e-106,2.299329432528446e-103,0.3126691266912669,High_CNV,High_CNV_vs_Low_CNV,True
GPRC5A,21.76422,4.0781894,5.0664298834965125e-105,4.003535114187973e-102,0.3050430504305043,High_CNV,High_CNV_vs_Low_CNV,True
