names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
IGKC,70.86003,5.838915,0.0,0.0,0.953028692879915,Cancer,Cancer_vs_Normal,True
IGHA1,47.36286,5.5073223,0.0,0.0,0.6439957492029755,Cancer,Cancer_vs_Normal,True
IGLC2,45.19793,4.9070153,0.0,0.0,0.6274176408076514,Cancer,Cancer_vs_Normal,True
IGHG3,40.055878,4.997447,0.0,0.0,0.5536663124335813,Cancer,Cancer_vs_Normal,True
IGHG4,39.392845,5.564984,0.0,0.0,0.5332624867162593,Cancer,Cancer_vs_Normal,True
IFI27,35.131073,3.4321578,2.261795781183006e-270,4.766106332237301e-267,0.5757704569606801,Cancer,Cancer_vs_Normal,True
IGLC3,28.938564,4.287635,3.908772182883381e-184,4.3605802616696074e-181,0.40786397449521783,Cancer,Cancer_vs_Normal,True
ISG15,28.340525,1.929646,1.095220794190292e-176,1.093203282200994e-173,0.6620616365568545,Cancer,Cancer_vs_Normal,True
IGHG1,27.685907,5.1020403,1.0320630595110837e-168,8.896852692558045e-166,0.37725823591923485,Cancer,Cancer_vs_Normal,True
IER3,26.805601,3.1276631,2.7802646514827993e-158,2.1969882964738037e-155,0.4350690754516472,Cancer,Cancer_vs_Normal,True
NTS,26.288446,8.39189,2.599611891044669e-152,1.760772839773648e-149,0.342826780021254,Cancer,Cancer_vs_Normal,True
RNASE1,26.034542,2.8604968,2.0134014490447898e-149,1.3166951200391185e-146,0.4299681190223167,Cancer,Cancer_vs_Normal,True
KRT19,25.001125,3.7084713,5.943469474039485e-138,3.522434330473714e-135,0.3789585547290117,Cancer,Cancer_vs_Normal,True
AGR2,24.540243,3.3180945,5.497416595507887e-133,3.1593486586002143e-130,0.3802337938363443,Cancer,Cancer_vs_Normal,True
WFDC2,24.019476,3.609522,1.7407384416663588e-127,9.432315584629284e-125,0.36641870350690753,Cancer,Cancer_vs_Normal,True
TIMP1,22.92604,1.9303763,2.55548379536028e-116,1.1820670775367733e-113,0.5149840595111583,Cancer,Cancer_vs_Normal,True
IFITM3,22.89984,1.7498655,4.66340637191289e-116,2.105750043888761e-113,0.5532412327311371,Cancer,Cancer_vs_Normal,True
ELF3,22.222637,3.4899263,2.0752352604451561e-109,8.373795045604763e-107,0.3390010626992561,Cancer,Cancer_vs_Normal,True
KRT7,22.20988,3.9311802,2.756676107384047e-109,1.0891742161778843e-106,0.3236981934112646,Cancer,Cancer_vs_Normal,True
CLDN4,21.799488,3.4256456,2.3462622317154872e-105,8.724875142055729e-103,0.3336875664187035,Cancer,Cancer_vs_Normal,True
IFI6,21.606413,1.4277977,1.5632946298219775e-103,5.701515895110347e-101,0.6244420828905419,Cancer,Cancer_vs_Normal,True
CXCL8,21.331474,2.39024,5.795167943872199e-101,1.998279273737023e-98,0.40786397449521783,Cancer,Cancer_vs_Normal,True
SOX4,20.940474,3.5176806,2.2916605302444581e-97,7.493334820014852e-95,0.3377258235919235,Cancer,Cancer_vs_Normal,True
TACSTD2,20.580212,3.4882097,4.128803728300508e-94,1.2836518476593302e-91,0.31073326248671623,Cancer,Cancer_vs_Normal,True
PHLDA2,20.418781,3.444588,1.1387107281275404e-92,3.4278807871331437e-90,0.32199787460148777,Cancer,Cancer_vs_Normal,True
CXCL2,20.391882,2.2455988,1.974012840739828e-92,5.849555238223569e-90,0.4002125398512221,Cancer,Cancer_vs_Normal,True
MARCKSL1,20.185684,2.8260393,1.3080623625724756e-90,3.6952095107993996e-88,0.3234856535600425,Cancer,Cancer_vs_Normal,True
CCND1,20.18505,3.7552805,1.3249367083277573e-90,3.6952095107993996e-88,0.30329436769394263,Cancer,Cancer_vs_Normal,True
SSR4,20.141659,0.88565266,3.184924200745909e-90,8.628869638163737e-88,0.7553666312433581,Cancer,Cancer_vs_Normal,True
