names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
MALAT1,61.117634,1.6848305,0.0,0.0,0.9974594488958374,High_CNV,High_CNV_vs_Low_CNV,True
RPS3,56.48535,0.98209226,0.0,0.0,0.9943326167676373,High_CNV,High_CNV_vs_Low_CNV,True
RPS27,54.562126,0.9393683,0.0,0.0,0.9962868868477623,High_CNV,High_CNV_vs_Low_CNV,True
RPL23A,53.65419,0.90307623,0.0,0.0,0.9945280437756497,High_CNV,High_CNV_vs_Low_CNV,True
RPS27A,50.45743,0.78234524,0.0,0.0,0.9957006058237249,High_CNV,High_CNV_vs_Low_CNV,True
IL32,49.354282,3.6347039,0.0,0.0,0.7256204807504397,High_CNV,High_CNV_vs_Low_CNV,True
RPS4X,48.034912,0.76746744,0.0,0.0,0.9908149306234122,High_CNV,High_CNV_vs_Low_CNV,True
RPS6,47.894646,0.7903786,0.0,0.0,0.9931600547195623,High_CNV,High_CNV_vs_Low_CNV,True
RPL3,46.044456,0.7764455,0.0,0.0,0.9910103576314246,High_CNV,High_CNV_vs_Low_CNV,True
RPS15A,45.059906,0.7296169,0.0,0.0,0.9915966386554622,High_CNV,High_CNV_vs_Low_CNV,True
RPL31,44.8229,0.7962485,0.0,0.0,0.9845612663670119,High_CNV,High_CNV_vs_Low_CNV,True
IFITM2,43.77465,2.884008,0.0,0.0,0.6853625170998632,High_CNV,High_CNV_vs_Low_CNV,True
BTG1,43.512775,1.8319135,0.0,0.0,0.9038499120578464,High_CNV,High_CNV_vs_Low_CNV,True
RPS29,42.910248,0.6628229,0.0,0.0,0.9857338284150869,High_CNV,High_CNV_vs_Low_CNV,True
RPL35A,42.465607,0.6835915,0.0,0.0,0.9835841313269493,High_CNV,High_CNV_vs_Low_CNV,True
RPL13,41.936287,0.5845236,0.0,0.0,0.9978503029118624,High_CNV,High_CNV_vs_Low_CNV,True
CCL5,41.883442,3.991043,0.0,0.0,0.6044557357826852,High_CNV,High_CNV_vs_Low_CNV,True
RPS18,41.176685,0.6200617,0.0,0.0,0.9972640218878249,High_CNV,High_CNV_vs_Low_CNV,True
RPS7,40.752888,0.6603957,0.0,0.0,0.9845612663670119,High_CNV,High_CNV_vs_Low_CNV,True
RPL5,39.678596,0.68944895,0.0,0.0,0.9679499706859488,High_CNV,High_CNV_vs_Low_CNV,True
RPL21,39.659866,0.5609293,0.0,0.0,0.9935509087355873,High_CNV,High_CNV_vs_Low_CNV,True
RPL30,39.5839,0.5542155,0.0,0.0,0.9898377955833496,High_CNV,High_CNV_vs_Low_CNV,True
RPL41,38.8634,0.492967,0.0,0.0,0.9955051788157123,High_CNV,High_CNV_vs_Low_CNV,False
RPS25,38.557858,0.5706008,0.0,0.0,0.9919874926714872,High_CNV,High_CNV_vs_Low_CNV,True
RPL13A,38.113808,0.5011517,0.0,0.0,0.9970685948798124,High_CNV,High_CNV_vs_Low_CNV,True
CXCR4,37.18977,2.8786514,9.987164614891076e-303,9.150076179778224e-301,0.6324017979284737,High_CNV,High_CNV_vs_Low_CNV,True
RPL10,37.141636,0.4641198,5.982999309570336e-302,5.455172207019299e-300,0.9978503029118624,High_CNV,High_CNV_vs_Low_CNV,False
