train_loss,train_acc,val_loss,val_acc
2.464109312490638,0.3522550423306773,1.4411923959851265,0.6116227060556412
0.9171902914921126,0.783171999501992,1.0793972797691822,0.7175262682139874
0.44749403783524655,0.9321619770916335,0.9491799715906382,0.7575678527355194
0.28653492069101905,0.9715123879482072,0.8884568512439728,0.7778032794594765
0.21056012423389936,0.9857912101593626,0.8508603693917394,0.7922358214855194
0.16902550746245212,0.9916116782868526,0.8429857734590769,0.7932946067303419
0.1431483806841877,0.9943818476095617,0.8372731311246753,0.7927170414477587
0.1248781892111102,0.9960781872509961,0.8218359770253301,0.800001410767436
0.11258637534075999,0.9969574825697212,0.8204317549243569,0.7989098392426968
0.10324615011533418,0.9974788346613546,0.8091554492712021,0.8030345067381859
0.09560255967525846,0.998015749501992,0.8117182180285454,0.7982994876801968
0.08929639274024394,0.9984359437250996,0.8043319471180439,0.80339365452528
0.08560112281980742,0.9983659113545816,0.8163740141317248,0.8036847077310085
0.08377836988979127,0.9985215388446215,0.8209785530343652,0.8016095105558634
0.0795172668132649,0.9987394173306773,0.8124112002551556,0.8025109134614468
0.07628037908162728,0.9988639193227091,0.8151188660413027,0.8056025207042694
0.07407803198255866,0.9987627614541833,0.810277184471488,0.8057856261730194
0.0729891289752793,0.9989339516932271,0.813221387565136,0.8051752746105194
0.07017213775520306,0.9990895791832669,0.799920373596251,0.8103587254881859
0.06727301124557555,0.9991284860557769,0.7958839479833841,0.8125559892505407
0.06574554011166334,0.9991207046812749,0.7928268555551767,0.8105675559490919
0.06362368996102971,0.9991207046812749,0.7975210174918175,0.8106497768312693
0.062036872013987776,0.9993774900398407,0.7833238430321217,0.8178307376801968
0.05989426565894568,0.9995331175298805,0.788134491071105,0.8147603180259466
0.05823750685588772,0.9994553037848606,0.789956571534276,0.8151593171060085
0.057368982568442584,0.9994475224103586,0.7940569687634706,0.8142155408859253
0.05516858453828975,0.9994708665338645,0.7889985088258982,0.8133141361176968
0.05340844060320303,0.9995175547808764,0.782156677916646,0.8162251617759466
0.05195313243870716,0.9996420567729084,0.7827061135321856,0.8206126317381859
0.049981069517325595,0.9996264940239044,0.7885446427389979,0.81663828343153
0.049222401769987614,0.9996109312749004,0.7844917885959148,0.8183871172368526
0.047493432577981415,0.9997587773904383,0.7817585580050945,0.8194388374686241
0.04622951794074351,0.9997821215139442,0.7821646314114332,0.8195936977863312
0.04525716298545499,0.9997354332669323,0.781935628503561,0.8178988359868526
0.04444281250772723,0.9998521538844621,0.781952116638422,0.8199740312993526
0.04385440628901421,0.9997743401394422,0.7786925807595253,0.8204153999686241
0.04237458317640768,0.9997899028884463,0.7747256588190794,0.8216290436685085
0.04203559213366167,0.9997432146414342,0.7771976124495268,0.8196219429373741
0.040981068880671996,0.9998443725099602,0.7742965994402766,0.8229037187993526
0.039746100951238456,0.9999066235059761,0.7793818591162562,0.8190655671060085
0.03863750177016296,0.9999533117529881,0.7712486647069454,0.8228285610675812
0.03804802542841767,0.9998910607569721,0.7703104987740517,0.8217440508306026
0.036994787311530206,0.9998754980079682,0.7665563579648733,0.8246525526046753
0.0366440763422455,0.9998754980079682,0.7660940578207374,0.8241783957928419
0.03576997850105107,0.9999221862549801,0.7614871151745319,0.8254601340740919
0.03506732816655797,0.9999066235059761,0.7574002016335726,0.8277325592935085
0.03479534401688205,0.9999144048804781,0.7574488371610641,0.8284039460122585
0.03392789443858354,0.9999455303784861,0.7558703208342195,0.8312186226248741
0.0334667708739579,0.9999455303784861,0.7634300952777267,0.8298006914556026
0.033106926168162985,0.9999533117529881,0.7601350862532854,0.8285189531743526
0.03195330102100553,0.999937749003984,0.7608821541070938,0.8309674225747585
0.03137927968426055,0.999929967629482,0.7630948685109615,0.8285189531743526
0.03089470493484778,0.9999533117529881,0.7618741262704134,0.8318405784666538
0.030384225036162303,0.99996109312749,0.7566775931045413,0.8312045000493526
0.029825448693032285,0.9999844372509961,0.7560388240963221,0.8324933014810085
0.029824615459874332,0.9999844372509961,0.7579704485833645,0.8332867566496134
0.029382983445230708,0.999929967629482,0.7627736264839768,0.8298687897622585
0.028765097713149876,0.999992218625498,0.7565359026193619,0.8296786211431026
