names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
CST3,42.27284,2.9590876,0.0,0.0,0.7594557195571956,High_CNV,High_CNV_vs_Low_CNV,True
FTL,38.831383,1.6204662,0.0,0.0,0.9958487084870848,High_CNV,High_CNV_vs_Low_CNV,True
GPX1,36.15583,2.1736922,3.012991774040606e-286,1.9047129664893364e-282,0.735009225092251,High_CNV,High_CNV_vs_Low_CNV,True
NPC2,34.231754,2.0900939,8.149951564894964e-257,2.5760638571372166e-253,0.7414667896678967,High_CNV,High_CNV_vs_Low_CNV,True
S100A11,34.168118,1.7673467,7.197238265427902e-256,1.9499374814834308e-252,0.8219557195571956,High_CNV,High_CNV_vs_Low_CNV,True
CD63,33.46744,1.8403003,1.4351183428808374e-245,3.0241132636372313e-242,0.7956642066420664,High_CNV,High_CNV_vs_Low_CNV,True
HLA-DRA,33.43643,2.4325087,4.05310305384799e-245,7.686709941622711e-242,0.8011992619926199,High_CNV,High_CNV_vs_Low_CNV,True
S100A6,33.388596,1.2556117,2.0071631647615738e-244,3.460531765427568e-241,0.9437269372693727,High_CNV,High_CNV_vs_Low_CNV,True
GSTP1,32.482773,1.8950534,1.867256197974506e-231,2.5294652710418933e-228,0.7486162361623616,High_CNV,High_CNV_vs_Low_CNV,True
HLA-DRB5,31.62202,2.4386349,1.8393257900097832e-219,1.835937558291344e-216,0.6333025830258303,High_CNV,High_CNV_vs_Low_CNV,True
ALDH2,31.219578,2.999509,5.779657844016429e-214,4.9823277732623445e-211,0.5048431734317343,High_CNV,High_CNV_vs_Low_CNV,True
CD74,30.89261,1.6581099,1.5012030638190733e-209,1.138812644213149e-206,0.8819188191881919,High_CNV,High_CNV_vs_Low_CNV,True
HLA-DRB1,30.745186,2.34417,1.4180585010361082e-207,1.0343645950826842e-204,0.639760147601476,High_CNV,High_CNV_vs_Low_CNV,True
SERPINA1,30.66752,3.0151029,1.543540116873489e-206,1.0841940117224339e-203,0.5083025830258303,High_CNV,High_CNV_vs_Low_CNV,True
HLA-DPA1,30.302229,2.1220202,1.0713951455252708e-201,7.006554805133366e-199,0.6928044280442804,High_CNV,High_CNV_vs_Low_CNV,True
LGALS3,29.568226,2.122324,3.829355469709533e-192,2.3427008542916547e-189,0.610009225092251,High_CNV,High_CNV_vs_Low_CNV,True
HLA-DQA1,29.201004,2.6444697,1.8831667896274273e-187,1.0504193578024752e-184,0.518450184501845,High_CNV,High_CNV_vs_Low_CNV,True
GLUL,29.04569,1.9590452,1.744286956449489e-185,9.451543465447017e-183,0.6208487084870848,High_CNV,High_CNV_vs_Low_CNV,True
HLA-DMA,29.020668,2.3457255,3.6098642031902386e-185,1.9016965170417465e-182,0.5373616236162362,High_CNV,High_CNV_vs_Low_CNV,True
ASAH1,28.967297,2.030266,1.6995693187187328e-184,8.711441116081289e-182,0.5876383763837638,High_CNV,High_CNV_vs_Low_CNV,True
BRI3,28.196499,2.259865,6.455283779419716e-175,3.2216962335972344e-172,0.522370848708487,High_CNV,High_CNV_vs_Low_CNV,True
GRN,27.848871,2.553129,1.1115996080519269e-170,5.405509376078153e-168,0.5140682656826568,High_CNV,High_CNV_vs_Low_CNV,True
PSAP,27.807606,1.7464569,3.510041766221056e-170,1.6641985524095581e-167,0.6743542435424354,High_CNV,High_CNV_vs_Low_CNV,True
HLA-DQB1,27.656801,2.3207395,2.311797411959348e-168,1.0438866170906913e-165,0.5622693726937269,High_CNV,High_CNV_vs_Low_CNV,True
FCGRT,27.561983,2.3647716,3.179499436204385e-167,1.402307135060841e-164,0.49538745387453875,High_CNV,High_CNV_vs_Low_CNV,True
CTSD,27.200092,1.8286874,6.478509827509858e-163,2.5596862266400926e-160,0.6778136531365314,High_CNV,High_CNV_vs_Low_CNV,True
HSPB1,26.951698,1.7885339,5.4486572745187844e-160,2.0261526512009557e-157,0.6226937269372693,High_CNV,High_CNV_vs_Low_CNV,True
HLA-DPB1,26.722136,1.7460235,2.603700109179362e-157,9.316825013318227e-155,0.7036439114391144,High_CNV,High_CNV_vs_Low_CNV,True
CTSH,26.715908,2.2042289,3.075672788486429e-157,1.0801876746971318e-154,0.47947416974169743,High_CNV,High_CNV_vs_Low_CNV,True
SAT1,26.345865,1.2455076,5.724055188348713e-153,1.9045036253865498e-150,0.8941420664206642,High_CNV,High_CNV_vs_Low_CNV,True
RAC1,26.086433,1.4307837,5.19696724478954e-150,1.6705166745327734e-147,0.7052583025830258,High_CNV,High_CNV_vs_Low_CNV,True
CTSB,26.03233,2.0984528,2.132857990998622e-149,6.74160863321481e-147,0.5083025830258303,High_CNV,High_CNV_vs_Low_CNV,True
TKT,25.675182,1.9142257,2.2133187753134068e-145,6.359937965730115e-143,0.529289667896679,High_CNV,High_CNV_vs_Low_CNV,True
NUPR1,25.462986,2.3948631,5.069815953697132e-143,1.4350605904756136e-140,0.45825645756457567,High_CNV,High_CNV_vs_Low_CNV,True
CD9,25.420368,2.0525935,1.5017672191399724e-142,4.1883846045572907e-140,0.49723247232472323,High_CNV,High_CNV_vs_Low_CNV,True
APLP2,25.206175,1.8662658,3.427565873776034e-140,9.286255256594641e-138,0.5272140221402214,High_CNV,High_CNV_vs_Low_CNV,True
LYZ,25.144596,2.3815928,1.6192665667837276e-139,4.325266259021605e-137,0.5691881918819188,High_CNV,High_CNV_vs_Low_CNV,True
VAMP8,24.99361,1.4016229,7.173932722870136e-138,1.8896338067948907e-135,0.6658210332103321,High_CNV,High_CNV_vs_Low_CNV,True
GPX4,24.912739,1.2193115,5.414697532871438e-137,1.406708749464477e-134,0.7527675276752768,High_CNV,High_CNV_vs_Low_CNV,True
CXCL16,24.719814,2.6105294,6.549270742395889e-135,1.656092261727174e-132,0.4109778597785978,High_CNV,High_CNV_vs_Low_CNV,True
CD68,24.704819,2.9460163,9.492569644377665e-135,2.3687708329687157e-132,0.40682656826568264,High_CNV,High_CNV_vs_Low_CNV,True
AIF1,24.638952,2.7705953,4.833974428683005e-134,1.1753375005124768e-131,0.41559040590405905,High_CNV,High_CNV_vs_Low_CNV,True
SPINT2,24.592138,2.1995053,1.5331436668949793e-133,3.680515144640922e-131,0.4388837638376384,High_CNV,High_CNV_vs_Low_CNV,True
ANXA2,24.40025,1.4493562,1.6998224900535608e-131,4.029641690483222e-129,0.6729704797047971,High_CNV,High_CNV_vs_Low_CNV,True
CTSZ,24.26007,2.4696434,5.17693421810508e-130,1.212105647485961e-127,0.41628228782287824,High_CNV,High_CNV_vs_Low_CNV,True
FCER1G,24.217026,1.8432646,1.4722398581714875e-129,3.405003525636861e-127,0.5454335793357934,High_CNV,High_CNV_vs_Low_CNV,True
C1QA,24.210306,2.779876,1.7328258735477995e-129,3.959402733955906e-127,0.4621771217712177,High_CNV,High_CNV_vs_Low_CNV,True
GSN,24.198341,2.2344117,2.3159900450456342e-129,5.22889895289172e-127,0.4259686346863469,High_CNV,High_CNV_vs_Low_CNV,True
TYROBP,24.140408,1.7035372,9.416378806036421e-129,2.1009602830174204e-126,0.6238468634686347,High_CNV,High_CNV_vs_Low_CNV,True
IFI6,23.988823,1.7254012,3.637876565662057e-127,8.022363845090804e-125,0.5558118081180812,High_CNV,High_CNV_vs_Low_CNV,True
CAPG,23.983591,1.9935248,4.125074493750789e-127,8.992188249883186e-125,0.4863929889298893,High_CNV,High_CNV_vs_Low_CNV,True
SPI1,23.810429,3.0429492,2.604383296893656e-125,5.549677441077324e-123,0.3729243542435424,High_CNV,High_CNV_vs_Low_CNV,True
IFITM3,23.244455,1.5268805,1.618604996863065e-119,3.373279534671212e-117,0.5327490774907749,High_CNV,High_CNV_vs_Low_CNV,True
