names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
SPP1,47.95564,8.176107,0.0,0.0,0.6167341430499326,Cancer,Cancer_vs_Normal,True
IGKC,41.27592,3.440112,0.0,0.0,0.61889338731444,Cancer,Cancer_vs_Normal,True
GAPDH,40.739647,1.2209084,0.0,0.0,0.9697705802968961,Cancer,Cancer_vs_Normal,True
WFDC2,37.358593,3.9639635,1.8387597348991897e-305,5.812013062060521e-302,0.5616734143049933,Cancer,Cancer_vs_Normal,True
ENO1,35.56033,1.3645306,5.753367697787356e-277,1.5587516912648171e-273,0.8367071524966262,Cancer,Cancer_vs_Normal,True
MIF,31.11049,1.6834599,1.7373480049824517e-212,2.995345901317472e-209,0.6747638326585695,Cancer,Cancer_vs_Normal,True
ZFP36L1,30.823042,1.7926251,1.2874078078358379e-208,2.034640756300555e-205,0.6885290148448043,Cancer,Cancer_vs_Normal,True
PTMA,30.162922,0.58129025,7.261385417926192e-200,9.836583889355017e-197,0.9929824561403509,Cancer,Cancer_vs_Normal,True
OCIAD2,28.961872,2.3799841,1.989133305743445e-184,2.5149275428949623e-181,0.5222672064777328,Cancer,Cancer_vs_Normal,True
LDHA,27.787735,1.0034693,6.102518440887615e-170,6.091276959549137e-167,0.8269905533063427,Cancer,Cancer_vs_Normal,True
MDK,27.228132,3.4016938,3.017430707055515e-163,2.7250273028241828e-160,0.4483130904183536,Cancer,Cancer_vs_Normal,True
AGR2,26.708433,3.3120327,3.756558710523965e-157,3.238324361140318e-154,0.40728744939271255,Cancer,Cancer_vs_Normal,True
ALDOA,26.628084,0.88705534,3.211238963607989e-156,2.647875954122848e-153,0.854251012145749,Cancer,Cancer_vs_Normal,True
RGS1,26.511839,2.1675353,7.078806147047382e-155,5.5937316074480665e-152,0.5497975708502024,Cancer,Cancer_vs_Normal,True
CEACAM6,25.755028,4.296324,2.831439096728593e-146,2.0653170180560677e-143,0.3600539811066127,Cancer,Cancer_vs_Normal,True
SPINT2,25.633223,1.9315507,6.505103612784042e-145,4.5692329635721985e-142,0.5946018893387315,Cancer,Cancer_vs_Normal,True
JUN,25.444138,1.2623688,8.197042264261326e-143,5.552032376489859e-140,0.8272604588394062,Cancer,Cancer_vs_Normal,True
CD24,25.291039,3.71909,4.0082920515599013e-141,2.62128478475288e-138,0.36761133603238866,Cancer,Cancer_vs_Normal,True
KRT7,25.013117,3.3030226,4.4015580352996836e-138,2.782518271315283e-135,0.3805668016194332,Cancer,Cancer_vs_Normal,True
FOS,24.996357,1.372785,6.697393768010654e-138,3.969252275322564e-135,0.7678812415654521,Cancer,Cancer_vs_Normal,True
SEC61G,24.571218,1.2126107,2.5662069928102726e-133,1.4314151652543182e-130,0.6755735492577598,Cancer,Cancer_vs_Normal,True
RPL37,24.535465,0.5194612,6.182484034266383e-133,3.3500231345674846e-130,0.9875843454790824,Cancer,Cancer_vs_Normal,True
CDKN2A,23.86253,4.320922,7.505961168373719e-126,3.9541820432835444e-123,0.3384615384615385,Cancer,Cancer_vs_Normal,True
PLAT,23.567425,4.067043,8.32068404950006e-123,3.945044324969215e-120,0.3300944669365722,Cancer,Cancer_vs_Normal,True
RPL36,23.158333,0.45766053,1.198231516141179e-118,5.54255139112621e-116,0.9770580296896086,Cancer,Cancer_vs_Normal,False
COL1A1,22.8717,3.9348102,8.890150132410606e-116,3.8318567559356166e-113,0.3255060728744939,Cancer,Cancer_vs_Normal,True
IFI27,22.73269,1.7204531,2.1288198225427626e-114,8.971792874338554e-112,0.5673414304993253,Cancer,Cancer_vs_Normal,True
NUCKS1,22.59094,1.2592523,5.320210346333811e-113,2.1934302003961027e-110,0.6172739541160593,Cancer,Cancer_vs_Normal,True
MARCKS,22.379423,1.8286122,6.2446487141954315e-111,2.368595257294327e-108,0.4609986504723347,Cancer,Cancer_vs_Normal,True
PKM,22.291744,0.92069435,4.443335985683817e-110,1.6205359032402612e-107,0.7487179487179487,Cancer,Cancer_vs_Normal,True
KRT19,22.243893,2.6838346,1.292456408463474e-109,4.624799205001846e-107,0.3724696356275304,Cancer,Cancer_vs_Normal,True
C19orf33,22.155201,3.4552317,9.294575242650952e-109,3.2049385359431875e-106,0.3292847503373819,Cancer,Cancer_vs_Normal,True
MUC1,21.875551,2.7862394,4.441213629239987e-106,1.4275867199751923e-103,0.35006747638326585,Cancer,Cancer_vs_Normal,True
S100A2,21.690012,5.0394554,2.549205550049375e-104,7.797690847852645e-102,0.29500674763832657,Cancer,Cancer_vs_Normal,True
KDELR2,21.635336,1.4905944,8.35376676871011e-104,2.4754560432591757e-101,0.541970310391363,Cancer,Cancer_vs_Normal,True
CRABP2,21.610378,5.267376,1.4346608859562595e-103,4.18589903110161e-101,0.28717948717948716,Cancer,Cancer_vs_Normal,True
COX6B1,21.319536,0.7509256,7.47971861103357e-101,2.0264694779750236e-98,0.8124156545209177,Cancer,Cancer_vs_Normal,True
PLAU,21.284342,3.0953598,1.5855669230872157e-100,4.176427318937367e-98,0.33765182186234816,Cancer,Cancer_vs_Normal,True
CLDN3,20.837303,3.192483,1.987259639155454e-96,4.89459468267314e-94,0.3163292847503374,Cancer,Cancer_vs_Normal,True
KRT10,20.471949,1.282411,3.82997719701482e-93,8.857989944071471e-91,0.562753036437247,Cancer,Cancer_vs_Normal,True
SOX4,20.463812,2.4142957,4.525870883366733e-93,1.0341342325668687e-90,0.4002699055330634,Cancer,Cancer_vs_Normal,True
TPI1,20.279015,0.81229293,1.9703795296197812e-91,4.246391793095358e-89,0.7719298245614035,Cancer,Cancer_vs_Normal,True
NPM1,20.274025,0.62421966,2.1806958507528427e-91,4.6468423381491754e-89,0.8620782726045884,Cancer,Cancer_vs_Normal,True
CCL2,20.11624,2.2449095,5.319306272051576e-90,1.096528733146284e-87,0.3465587044534413,Cancer,Cancer_vs_Normal,True
RHOC,20.097317,1.2198719,7.789391552068044e-90,1.5715511785635156e-87,0.5549257759784075,Cancer,Cancer_vs_Normal,True
SSR4,19.805058,0.6314468,2.6925945080562883e-87,5.210719882172194e-85,0.7859649122807018,Cancer,Cancer_vs_Normal,True
IFITM3,19.785803,1.2383496,3.945576156432791e-87,7.558368869368473e-85,0.6431848852901485,Cancer,Cancer_vs_Normal,True
KRT18,19.768787,2.4130323,5.528977300748348e-87,1.0381886585019052e-84,0.3581646423751687,Cancer,Cancer_vs_Normal,True
RPL39,19.354351,0.35110715,1.8733717067599343e-83,3.259494900798363e-81,0.9908232118758434,Cancer,Cancer_vs_Normal,False
PERP,19.34621,2.1035855,2.193960123311541e-83,3.782586703509398e-81,0.3573549257759784,Cancer,Cancer_vs_Normal,True
CBX3,19.332294,1.2513802,2.8735049139179116e-83,4.865716133254749e-81,0.5425101214574899,Cancer,Cancer_vs_Normal,True
PPP1R14B,19.12457,1.8559633,1.5766638729648539e-81,2.5340195212524115e-79,0.4070175438596491,Cancer,Cancer_vs_Normal,True
TUBB,19.0774,1.0026479,3.8913969568438543e-81,6.150028607211975e-79,0.6345479082321187,Cancer,Cancer_vs_Normal,True
RAC1,19.069117,0.83472896,4.559457156766993e-81,7.146289667610415e-79,0.7700404858299595,Cancer,Cancer_vs_Normal,True
SDC1,18.931051,3.507336,6.3287528848938844e-80,9.67941923080746e-78,0.27071524966261806,Cancer,Cancer_vs_Normal,True
CLDN4,18.827862,2.365716,4.464217393940311e-79,6.77311063008624e-77,0.3282051282051282,Cancer,Cancer_vs_Normal,True
KRT8,18.756807,2.2757328,1.7033062132959602e-78,2.5236876824342097e-76,0.3408906882591093,Cancer,Cancer_vs_Normal,True
ELF3,18.574274,2.135062,5.190245452055473e-77,7.457045833199398e-75,0.3290148448043185,Cancer,Cancer_vs_Normal,True
S100A16,18.51267,2.5357661,1.632051549851452e-76,2.3098401226069246e-74,0.3152496626180837,Cancer,Cancer_vs_Normal,True
LSR,18.43779,3.1786714,6.535974991334419e-76,9.114321008136564e-74,0.27800269905533065,Cancer,Cancer_vs_Normal,True
BNIP3,18.230532,2.0591319,2.9543036264986893e-74,4.0308178616221326e-72,0.32739541160593794,Cancer,Cancer_vs_Normal,True
TTYH3,18.215202,2.6445746,3.909748762971384e-74,5.258750729769667e-72,0.29284750337381915,Cancer,Cancer_vs_Normal,True
LSM5,18.160154,1.2856069,1.067230482153536e-73,1.415386440142784e-71,0.5144399460188934,Cancer,Cancer_vs_Normal,True
TSPAN13,17.929682,2.3382945,6.917401626162254e-72,9.110314016678274e-70,0.29662618083670717,Cancer,Cancer_vs_Normal,True
IGFBP3,17.903263,3.9969318,1.1121081116404192e-71,1.454560712914521e-69,0.24696356275303644,Cancer,Cancer_vs_Normal,True
NPC2,17.84296,0.81182903,3.2785314302988622e-71,4.2587225051793095e-69,0.7230769230769231,Cancer,Cancer_vs_Normal,True
CEACAM5,17.769156,7.642397,1.225198185328818e-70,1.559455274145036e-68,0.22780026990553306,Cancer,Cancer_vs_Normal,True
TACSTD2,17.751163,2.0116303,1.6882091012358822e-70,2.134459040329234e-68,0.3298245614035088,Cancer,Cancer_vs_Normal,True
RPS18,17.727549,0.3220108,2.569999274100249e-70,3.227816969093459e-68,0.9959514170040485,Cancer,Cancer_vs_Normal,False
CARHSP1,17.713293,1.5189503,3.31114994872489e-70,4.131313077471548e-68,0.4205128205128205,Cancer,Cancer_vs_Normal,True
FSCN1,17.522821,3.1474495,9.594774518453248e-69,1.1815902515744535e-66,0.25587044534412956,Cancer,Cancer_vs_Normal,True
SMIM22,17.518606,2.501331,1.0332695154145734e-68,1.2642552490217667e-66,0.2852901484480432,Cancer,Cancer_vs_Normal,True
PLTP,17.494707,2.0418956,1.5722015944174495e-68,1.8871394454510715e-66,0.30472334682860996,Cancer,Cancer_vs_Normal,True
PRDX2,17.439348,1.0749687,4.1477620056021025e-68,4.916394152265242e-66,0.5384615384615384,Cancer,Cancer_vs_Normal,True
PTGS2,17.38158,2.32746,1.1377499155981844e-67,1.3402128664173643e-65,0.3055330634278003,Cancer,Cancer_vs_Normal,True
RPL23,17.17934,0.32177982,3.7919573475588804e-66,4.4119307421137525e-64,0.9743589743589743,Cancer,Cancer_vs_Normal,False
TM4SF1,17.153898,1.7627887,5.87747550179017e-66,6.755534720693974e-64,0.33144399460188934,Cancer,Cancer_vs_Normal,True
NME4,17.133312,2.2416086,8.374944838616843e-66,9.510828075710685e-64,0.289608636977058,Cancer,Cancer_vs_Normal,True
RNASE1,17.123226,1.3460745,9.959858212623387e-66,1.1243375654904912e-63,0.3765182186234818,Cancer,Cancer_vs_Normal,True
CRIP2,17.060436,1.9050117,2.9236204197880793e-65,3.275657036702346e-63,0.3349527665317139,Cancer,Cancer_vs_Normal,True
ST14,17.060184,3.1146734,2.9362599327149948e-65,3.275657036702346e-63,0.25883940620782725,Cancer,Cancer_vs_Normal,True
RPL24,16.965775,0.29785752,1.4714526572574966e-64,1.6319356517478611e-62,0.9770580296896086,Cancer,Cancer_vs_Normal,False
CXCL17,16.85714,2.3869965,9.298253512559174e-64,1.0193143229230332e-61,0.2755735492577598,Cancer,Cancer_vs_Normal,True
MZT2A,16.735132,0.9504211,7.269491611082754e-63,7.87805190881054e-61,0.5743589743589743,Cancer,Cancer_vs_Normal,True
RPS11,16.684608,0.27103937,1.6961457118490111e-62,1.8276933764327553e-60,0.9878542510121457,Cancer,Cancer_vs_Normal,False
BST2,16.631716,0.80809236,4.106675406865137e-62,4.375455005123445e-60,0.6412955465587045,Cancer,Cancer_vs_Normal,True
RAI14,16.601017,3.4536753,6.852040746381052e-62,7.219386264173147e-60,0.23616734143049933,Cancer,Cancer_vs_Normal,True
LCN2,16.53014,3.5152924,2.22627079486129e-61,2.319847561788152e-59,0.2380566801619433,Cancer,Cancer_vs_Normal,True
RALA,16.5217,1.2411773,2.5607765825082116e-61,2.639409124308056e-59,0.441025641025641,Cancer,Cancer_vs_Normal,True
TMSB10,16.47326,0.371737,5.7107841845838876e-61,5.854325516790996e-59,0.9975708502024292,Cancer,Cancer_vs_Normal,False
IGHA1,16.422136,2.34594,1.3280850335337722e-60,1.3541469172563435e-58,0.2761133603238866,Cancer,Cancer_vs_Normal,True
FAM20C,16.364376,3.3086836,3.435269472995713e-60,3.465419444434239e-58,0.24156545209176788,Cancer,Cancer_vs_Normal,True
MAL2,16.198275,2.8683045,5.186187530269246e-59,5.149531230971531e-57,0.2512820512820513,Cancer,Cancer_vs_Normal,True
IFI44L,16.114119,1.9232148,2.030358928401807e-58,1.9951169470020866e-56,0.33468286099865047,Cancer,Cancer_vs_Normal,True
EPCAM,16.03461,2.2547102,7.324186397396791e-58,7.1232407705964175e-56,0.27071524966261806,Cancer,Cancer_vs_Normal,True
CCL4L2,15.964352,1.6738727,2.2638192810949604e-57,2.1466666332982963e-55,0.3989203778677463,Cancer,Cancer_vs_Normal,True
MYL6B,15.961525,1.9545606,2.368736168198504e-57,2.2349791756161505e-55,0.283940620782726,Cancer,Cancer_vs_Normal,True
RPL38,15.9299965,0.27968,3.9237757398810616e-57,3.6838815300417984e-55,0.9708502024291498,Cancer,Cancer_vs_Normal,False
MZT2B,15.90032,0.83058506,6.304196518277239e-57,5.889610195523539e-55,0.6037786774628879,Cancer,Cancer_vs_Normal,True
RPS16,15.865457,0.4283983,1.0991543236258605e-56,1.0218363601747278e-54,0.9948717948717949,Cancer,Cancer_vs_Normal,False
PGK1,15.863624,0.7172975,1.1317118960429985e-56,1.0469715174856326e-54,0.7192982456140351,Cancer,Cancer_vs_Normal,True
RAB25,15.804714,2.752805,2.88694871364988e-56,2.644974992964733e-54,0.24237516869095815,Cancer,Cancer_vs_Normal,True
FHL2,15.771395,4.022644,4.895626322676424e-56,4.4637285196903065e-54,0.21619433198380567,Cancer,Cancer_vs_Normal,True
KRT17,15.707336,5.392121,1.3472233173456617e-55,1.2166709625457369e-53,0.20566801619433198,Cancer,Cancer_vs_Normal,True
ENAH,15.617838,2.658213,5.504028169437309e-55,4.923768595914083e-53,0.24345479082321186,Cancer,Cancer_vs_Normal,True
AGR3,15.6093025,1.7135468,6.2921349885878095e-55,5.576184114886346e-53,0.30067476383265856,Cancer,Cancer_vs_Normal,True
FXYD3,15.607589,1.6006268,6.4634051951481195e-55,5.701324629115539e-53,0.31039136302294196,Cancer,Cancer_vs_Normal,True
SERPINH1,15.600281,2.2926772,7.247494400310324e-55,6.363367189902097e-53,0.2642375168690958,Cancer,Cancer_vs_Normal,True
STK17A,15.590127,1.1921988,8.496433277548264e-55,7.425569452013956e-53,0.44804318488529016,Cancer,Cancer_vs_Normal,True
SUMO2,15.417354,0.39981076,1.2512733473213825e-53,1.0737737118529422e-51,0.8302294197031039,Cancer,Cancer_vs_Normal,False
ANKRD36C,15.364644,2.6633902,2.8258683854666326e-53,2.3925265147488698e-51,0.242914979757085,Cancer,Cancer_vs_Normal,True
CAPN12,15.339325,3.9767141,4.175168859937534e-53,3.5192034412762366e-51,0.20998650472334682,Cancer,Cancer_vs_Normal,True
POLR2I,15.338358,1.2467595,4.237809545610714e-53,3.556197258075539e-51,0.45155195681511473,Cancer,Cancer_vs_Normal,True
HSPB1,15.335847,0.8129519,4.404903213738892e-53,3.6801316937690784e-51,0.6510121457489878,Cancer,Cancer_vs_Normal,True
CP,15.334679,3.031447,4.484877677025044e-53,3.730513383542981e-51,0.2242914979757085,Cancer,Cancer_vs_Normal,True
