names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
RPS2,37.667408,0.7407742,1.69761417926423e-310,3.219525290974604e-306,0.9951845906902087,Cancer,Cancer_vs_Normal,True
RPL12,26.08056,0.4798643,6.058586287610477e-150,1.4362636118066589e-146,0.9931208438431552,Cancer,Cancer_vs_Normal,False
RPS23,25.317421,0.43935296,2.0538920824802253e-141,3.246005278686456e-138,0.9974776427424903,Cancer,Cancer_vs_Normal,False
RPL41,24.530155,0.41553497,7.044151441242881e-133,1.0276333237167018e-129,0.9974776427424903,Cancer,Cancer_vs_Normal,False
RPS18,24.454727,0.4552598,4.48210640050562e-132,6.07165342039922e-129,0.9977069479477184,Cancer,Cancer_vs_Normal,False
RPL32,24.288176,0.42586705,2.613956372947424e-130,3.3049121741965263e-127,0.9977069479477184,Cancer,Cancer_vs_Normal,False
RPL8,24.149002,0.4204169,7.649118097353018e-129,9.066595294768749e-126,0.9954138958954368,Cancer,Cancer_vs_Normal,False
RPL39,23.867523,0.4804073,6.661440568419891e-126,7.018567798893514e-123,0.9926622334326989,Cancer,Cancer_vs_Normal,False
RPL36,23.399431,0.52016973,4.330953503361674e-121,4.32297543111864e-118,0.9878468241229076,Cancer,Cancer_vs_Normal,True
RPL34,22.830837,0.42093664,2.265775324510048e-115,2.046210906158717e-112,0.9974776427424903,Cancer,Cancer_vs_Normal,False
RPS28,22.58691,0.40120068,5.82853943061728e-113,4.6057604292356964e-110,0.9951845906902087,Cancer,Cancer_vs_Normal,False
RPLP1,22.512346,0.38489714,3.141982501178566e-112,2.38350792539406e-109,0.9990827791790874,Cancer,Cancer_vs_Normal,False
RPS12,22.435339,0.4312707,1.7795164026725044e-111,1.2499455028401498e-108,0.9974776427424903,Cancer,Cancer_vs_Normal,False
CCL18,21.813974,1.4996572,1.7096137355578513e-105,1.118028430857057e-102,0.5675303829396927,Cancer,Cancer_vs_Normal,True
RPL11,21.74765,0.3495915,7.27107131579573e-105,4.5965289168022e-102,0.9967897271268058,Cancer,Cancer_vs_Normal,False
RPS13,21.461416,0.40921444,3.5724842533665895e-102,2.1172551207842926e-99,0.9924329282274708,Cancer,Cancer_vs_Normal,False
RPS15,21.37742,0.34342358,2.167857340708003e-101,1.2458610444402205e-98,0.9951845906902087,Cancer,Cancer_vs_Normal,False
RPL26,20.851646,0.3628548,1.4726539599692745e-96,8.214377162005085e-94,0.9954138958954368,Cancer,Cancer_vs_Normal,False
RPL35A,20.567348,0.39121878,5.383072016864503e-94,2.7591881297252784e-91,0.9933501490483834,Cancer,Cancer_vs_Normal,False
RPL13,20.472532,0.38084072,3.784299593143544e-93,1.8402369688196746e-90,0.9970190323320339,Cancer,Cancer_vs_Normal,False
RPLP2,20.274815,0.37816104,2.1460199794432794e-91,9.926650953693121e-89,0.998624168768631,Cancer,Cancer_vs_Normal,False
IGKC,20.244284,1.6595098,3.9893798723012183e-91,1.8013949828141094e-88,0.5191469846365513,Cancer,Cancer_vs_Normal,True
