names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
WFDC2,42.311962,3.9664447,0.0,0.0,0.6252857796067672,High_CNV,High_CNV_vs_Low_CNV,True
IFI27,39.665867,3.454289,0.0,0.0,0.6250571559213535,High_CNV,High_CNV_vs_Low_CNV,True
ZFP36L1,39.647648,2.416633,0.0,0.0,0.7197073616826704,High_CNV,High_CNV_vs_Low_CNV,True
KRT18,39.353718,3.474188,0.0,0.0,0.5928212162780064,High_CNV,High_CNV_vs_Low_CNV,True
CEACAM6,39.247234,4.787653,0.0,0.0,0.5265203475080018,High_CNV,High_CNV_vs_Low_CNV,True
KRT19,39.207256,3.414771,0.0,0.0,0.5882487425697303,High_CNV,High_CNV_vs_Low_CNV,True
TFPI,38.946453,3.648625,0.0,0.0,0.5626428898033836,High_CNV,High_CNV_vs_Low_CNV,True
MGST1,37.685402,2.868404,0.0,0.0,0.6204846822130773,High_CNV,High_CNV_vs_Low_CNV,True
KRT8,37.507763,3.189645,6.883189500934786e-308,6.52698444426141e-305,0.5736168267032464,High_CNV,High_CNV_vs_Low_CNV,True
ELF3,37.505493,3.2644303,7.494697084545439e-308,6.768425248019249e-305,0.5779606767261088,High_CNV,High_CNV_vs_Low_CNV,True
AGR3,37.386417,3.2002776,6.495966016969837e-306,5.5998179778105884e-303,0.5880201188843164,High_CNV,High_CNV_vs_Low_CNV,True
CLDN4,37.335377,3.3040268,4.3789105235141844e-305,3.6106973077585437e-302,0.5619570187471422,High_CNV,High_CNV_vs_Low_CNV,True
TACSTD2,36.791447,3.1957765,2.52971895436644e-296,1.999004998731647e-293,0.5656149977137631,High_CNV,High_CNV_vs_Low_CNV,True
MUC1,36.700447,3.004777,7.183921464450999e-295,5.449722822932527e-292,0.590992226794696,High_CNV,High_CNV_vs_Low_CNV,True
EPCAM,36.562572,3.3023007,1.125651029503212e-292,8.210758374818621e-290,0.5388660265203475,High_CNV,High_CNV_vs_Low_CNV,True
RPS5,36.430042,0.81002235,1.4244750935605492e-290,1.0005618573842894e-287,0.96639231824417,High_CNV,High_CNV_vs_Low_CNV,True
TM4SF1,36.299324,3.1908517,1.658139697057962e-288,1.1230935483822944e-285,0.5589849108367627,High_CNV,High_CNV_vs_Low_CNV,True
RPL12,36.20499,0.75119543,5.080721498949547e-287,3.3226166630199367e-284,0.9803383630544125,High_CNV,High_CNV_vs_Low_CNV,True
SLC34A2,35.74335,3.023594,8.391951277363958e-280,5.305111865840248e-277,0.5770461819844536,High_CNV,High_CNV_vs_Low_CNV,True
HOPX,35.642853,2.2748806,3.040503293822869e-278,1.8601014505597002e-275,0.6989026063100137,High_CNV,High_CNV_vs_Low_CNV,True
RPS18,35.22542,0.6661676,8.162701179752512e-272,4.8376758710627e-269,0.9931412894375857,High_CNV,High_CNV_vs_Low_CNV,True
RPL24,35.194603,0.7681028,2.4181715111416785e-271,1.3897158396606646e-268,0.9675354366712391,High_CNV,High_CNV_vs_Low_CNV,True
GPRC5A,35.00739,3.1752744,1.7367108598317416e-268,9.687271016679111e-266,0.525148605395519,High_CNV,High_CNV_vs_Low_CNV,True
NAPSA,34.60903,2.761995,1.847787581547482e-262,9.734247634457777e-260,0.6248285322359396,High_CNV,High_CNV_vs_Low_CNV,True
RPL18,34.534443,0.6551738,2.440688214578449e-261,1.2180961049863232e-258,0.9743941472336534,High_CNV,High_CNV_vs_Low_CNV,True
C19orf33,34.291027,3.2402909,1.0678057029962985e-257,5.192547476237128e-255,0.5025148605395519,High_CNV,High_CNV_vs_Low_CNV,True
SDC1,34.265354,3.4818044,2.57643961912477e-257,1.2215544344175314e-254,0.4954275262917238,High_CNV,High_CNV_vs_Low_CNV,True
RPS8,34.184128,0.6721833,4.162500025459956e-256,1.925410072752392e-253,0.9842249657064472,High_CNV,High_CNV_vs_Low_CNV,True
SLC22A31,34.17033,3.3728554,6.672764738832816e-256,3.013071030284865e-253,0.49588477366255146,High_CNV,High_CNV_vs_Low_CNV,True
IFITM3,34.12526,2.0648286,3.1137717425657046e-255,1.3733181650641532e-252,0.7030178326474623,High_CNV,High_CNV_vs_Low_CNV,True
SMIM22,33.94869,3.5536969,1.2752802927095092e-252,5.496747898008145e-250,0.4819387288523091,High_CNV,High_CNV_vs_Low_CNV,True
GSTP1,33.920815,1.1994617,3.2868405937901387e-252,1.3852207080273328e-249,0.8411065386374028,High_CNV,High_CNV_vs_Low_CNV,True
