names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
WFDC2,63.36676,5.6959453,0.0,0.0,0.8625,Cancer,Cancer_vs_Normal,True
IFI27,61.10041,5.176169,0.0,0.0,0.8603658536585366,Cancer,Cancer_vs_Normal,True
SCGB3A2,55.900036,4.034286,0.0,0.0,0.9085365853658537,Cancer,Cancer_vs_Normal,True
SFTPA2,55.725132,4.2063413,0.0,0.0,0.9182926829268293,Cancer,Cancer_vs_Normal,True
MGST1,54.246986,3.8593824,0.0,0.0,0.8,Cancer,Cancer_vs_Normal,True
RPL12,53.96728,1.2756786,0.0,0.0,0.9972560975609757,Cancer,Cancer_vs_Normal,True
NAPSA,53.802433,4.053514,0.0,0.0,0.8439024390243902,Cancer,Cancer_vs_Normal,True
RPS5,52.99849,1.3199654,0.0,0.0,0.9890243902439024,Cancer,Cancer_vs_Normal,True
RPL8,52.58844,1.0734088,0.0,0.0,0.9969512195121951,Cancer,Cancer_vs_Normal,True
SFTPB,52.452274,4.1717286,0.0,0.0,0.8820121951219512,Cancer,Cancer_vs_Normal,True
TFPI,52.26017,4.4619203,0.0,0.0,0.7356707317073171,Cancer,Cancer_vs_Normal,True
RPLP0,52.11653,1.3831712,0.0,0.0,0.9884146341463415,Cancer,Cancer_vs_Normal,True
CEACAM6,51.793022,5.4972925,0.0,0.0,0.6990853658536585,Cancer,Cancer_vs_Normal,True
RPS18,51.542408,1.1000044,0.0,0.0,0.999390243902439,Cancer,Cancer_vs_Normal,True
KRT18,51.12468,4.0053153,0.0,0.0,0.7551829268292682,Cancer,Cancer_vs_Normal,True
SFTPA1,50.99808,3.652865,0.0,0.0,0.8817073170731707,Cancer,Cancer_vs_Normal,True
TM4SF1,50.35396,4.0371804,0.0,0.0,0.7368902439024391,Cancer,Cancer_vs_Normal,True
MUC1,50.30571,3.8095555,0.0,0.0,0.7673780487804878,Cancer,Cancer_vs_Normal,True
AGR3,49.508945,3.8035629,0.0,0.0,0.7567073170731707,Cancer,Cancer_vs_Normal,True
KRT19,49.398903,3.7546637,0.0,0.0,0.7435975609756098,Cancer,Cancer_vs_Normal,True
ELF3,49.302864,3.8241785,0.0,0.0,0.7432926829268293,Cancer,Cancer_vs_Normal,True
RPL18,49.098953,1.0784177,0.0,0.0,0.9948170731707318,Cancer,Cancer_vs_Normal,True
RPS2,48.832478,1.0056168,0.0,0.0,0.9975609756097561,Cancer,Cancer_vs_Normal,True
CLDN4,48.818996,3.8153644,0.0,0.0,0.723780487804878,Cancer,Cancer_vs_Normal,True
SLC22A31,48.380608,4.513557,0.0,0.0,0.6689024390243903,Cancer,Cancer_vs_Normal,True
ZFP36L1,48.35237,2.7910028,0.0,0.0,0.8384146341463414,Cancer,Cancer_vs_Normal,True
EPCAM,48.32881,3.8865755,0.0,0.0,0.699390243902439,Cancer,Cancer_vs_Normal,True
RPS8,48.281322,1.0569512,0.0,0.0,0.9957317073170732,Cancer,Cancer_vs_Normal,True
SLC34A2,48.04262,3.7168806,0.0,0.0,0.7460365853658537,Cancer,Cancer_vs_Normal,True
KRT8,47.393562,3.5110714,0.0,0.0,0.723170731707317,Cancer,Cancer_vs_Normal,True
MDK,47.225143,4.124866,0.0,0.0,0.6725609756097561,Cancer,Cancer_vs_Normal,True
RPL13,47.10582,0.89442635,0.0,0.0,0.998780487804878,Cancer,Cancer_vs_Normal,True
RPS19,46.946377,0.95818245,0.0,0.0,0.9984756097560976,Cancer,Cancer_vs_Normal,True
RPS12,46.888638,0.90492725,0.0,0.0,0.9984756097560976,Cancer,Cancer_vs_Normal,True
TACSTD2,46.810898,3.5448544,0.0,0.0,0.7167682926829269,Cancer,Cancer_vs_Normal,True
RPL24,46.638824,1.110634,0.0,0.0,0.988109756097561,Cancer,Cancer_vs_Normal,True
CXCL17,45.89132,3.4485786,0.0,0.0,0.7100609756097561,Cancer,Cancer_vs_Normal,True
SDC1,45.30886,4.0319433,0.0,0.0,0.6457317073170732,Cancer,Cancer_vs_Normal,True
CHI3L1,44.80728,6.0108995,0.0,0.0,0.5923780487804878,Cancer,Cancer_vs_Normal,True
RPL36,44.673286,0.98354846,0.0,0.0,0.9850609756097561,Cancer,Cancer_vs_Normal,True
ABCC3,44.543205,4.325942,0.0,0.0,0.6207317073170732,Cancer,Cancer_vs_Normal,True
SMIM22,44.44742,3.9523852,0.0,0.0,0.6295731707317073,Cancer,Cancer_vs_Normal,True
HOPX,44.368824,2.702246,0.0,0.0,0.8182926829268292,Cancer,Cancer_vs_Normal,True
GSTP1,44.261364,1.6888613,0.0,0.0,0.9201219512195122,Cancer,Cancer_vs_Normal,True
ASPH,44.197334,3.4487627,0.0,0.0,0.661890243902439,Cancer,Cancer_vs_Normal,True
ZFAS1,43.96482,1.7291079,0.0,0.0,0.8914634146341464,Cancer,Cancer_vs_Normal,True
RPL23A,43.729168,0.96591574,0.0,0.0,0.9981707317073171,Cancer,Cancer_vs_Normal,True
HPGD,43.617905,3.2790563,0.0,0.0,0.6814024390243902,Cancer,Cancer_vs_Normal,True
RPS15,43.59358,0.79465055,0.0,0.0,0.998780487804878,Cancer,Cancer_vs_Normal,True
OCIAD2,43.483818,2.9252727,0.0,0.0,0.714329268292683,Cancer,Cancer_vs_Normal,True
EPS8,43.227135,3.927983,0.0,0.0,0.613719512195122,Cancer,Cancer_vs_Normal,True
RPL41,43.114967,0.66066986,0.0,0.0,0.998780487804878,Cancer,Cancer_vs_Normal,True
RPL36A,43.06727,1.5260196,0.0,0.0,0.9417682926829268,Cancer,Cancer_vs_Normal,True
AREG,43.06009,2.978116,0.0,0.0,0.751219512195122,Cancer,Cancer_vs_Normal,True
PPP1R1B,42.9665,5.15726,0.0,0.0,0.5762195121951219,Cancer,Cancer_vs_Normal,True
C19orf33,42.858784,3.3753536,0.0,0.0,0.6384146341463415,Cancer,Cancer_vs_Normal,True
RPS9,42.628693,0.7905564,0.0,0.0,0.9960365853658537,Cancer,Cancer_vs_Normal,True
RPS4X,42.561897,0.95921314,0.0,0.0,0.9954268292682927,Cancer,Cancer_vs_Normal,True
SFTA1P,42.48888,3.2863994,0.0,0.0,0.6460365853658536,Cancer,Cancer_vs_Normal,True
S100A13,42.46731,2.3217742,0.0,0.0,0.7820121951219512,Cancer,Cancer_vs_Normal,True
AQP5,42.002953,5.1007857,0.0,0.0,0.5652439024390243,Cancer,Cancer_vs_Normal,True
GPRC5A,41.729046,3.128157,0.0,0.0,0.6469512195121951,Cancer,Cancer_vs_Normal,True
IFITM3,41.593468,2.3808818,0.0,0.0,0.8246951219512195,Cancer,Cancer_vs_Normal,True
RPL23,41.574112,1.031213,0.0,0.0,0.9798780487804878,Cancer,Cancer_vs_Normal,True
RPL10A,41.551884,0.94002134,0.0,0.0,0.9905487804878049,Cancer,Cancer_vs_Normal,True
HES1,41.490486,3.2674658,0.0,0.0,0.6481707317073171,Cancer,Cancer_vs_Normal,True
TFPI2,41.357174,6.738612,0.0,0.0,0.5414634146341464,Cancer,Cancer_vs_Normal,True
CTSH,41.18324,2.2761993,0.0,0.0,0.8036585365853659,Cancer,Cancer_vs_Normal,True
RPLP1,41.1685,0.6203308,0.0,0.0,0.9984756097560976,Cancer,Cancer_vs_Normal,True
C16orf89,41.117943,3.0542715,0.0,0.0,0.651219512195122,Cancer,Cancer_vs_Normal,True
SFTA3,40.6986,2.9005835,0.0,0.0,0.6582317073170731,Cancer,Cancer_vs_Normal,True
KRT7,40.68571,2.9759016,0.0,0.0,0.6265243902439024,Cancer,Cancer_vs_Normal,True
SOX4,40.68389,3.126192,0.0,0.0,0.6509146341463414,Cancer,Cancer_vs_Normal,True
MGLL,40.6598,2.7057014,0.0,0.0,0.6713414634146342,Cancer,Cancer_vs_Normal,True
GDF15,40.586628,4.037998,0.0,0.0,0.5777439024390244,Cancer,Cancer_vs_Normal,True
SFTPD,40.541298,2.920794,0.0,0.0,0.6692073170731707,Cancer,Cancer_vs_Normal,True
RPL19,40.5255,0.72080564,0.0,0.0,0.9975609756097561,Cancer,Cancer_vs_Normal,True
CLDN3,40.430275,3.7569466,0.0,0.0,0.5756097560975609,Cancer,Cancer_vs_Normal,True
ASCC2,40.285492,3.0689592,0.0,0.0,0.6323170731707317,Cancer,Cancer_vs_Normal,True
PERP,40.12926,2.9116812,0.0,0.0,0.6292682926829268,Cancer,Cancer_vs_Normal,True
RPL38,40.012936,0.9352021,0.0,0.0,0.9832317073170732,Cancer,Cancer_vs_Normal,True
