gene,chromosome,mean_expr,std_expr,corr_cis,pval_cis,corr_trans,pval_trans,cis_minus_trans,cnv_source,corr_with_cnv,pval,pval_adj,dosage_sensitive,dosage_compensated,strong_cis_effect
HLA-DPB1,chr6,1.4063747,1.3560014,0.7036007681627477,0.0,-0.4125944087819466,0.0,1.1161951769446943,chromosome-specific,0.7036007681627477,0.0,0.0,True,False,True
HLA-DPA1,chr6,1.1703017,1.2787308,0.6922938721795412,0.0,-0.4042633642771711,0.0,1.0965572364567122,chromosome-specific,0.6922938721795412,0.0,0.0,True,False,True
HLA-DRA,chr6,1.974257,1.6131965,0.6778668240443048,0.0,-0.36502610375730904,2.7294993628246132e-266,1.042892927801614,chromosome-specific,0.6778668240443048,0.0,0.0,True,False,True
HLA-DQA1,chr6,0.50358254,0.86755425,0.6692955421901672,0.0,-0.34801523618509284,1.2802733598744191e-240,1.01731077837526,chromosome-specific,0.6692955421901672,0.0,0.0,True,False,True
HLA-DRB1,chr6,1.1494603,1.2635838,0.6494482426077666,0.0,-0.28300314899765555,2.5174845657845875e-156,0.9324513916054221,chromosome-specific,0.6494482426077666,0.0,0.0,True,False,True
HLA-DRB5,chr6,1.0380963,1.2060883,0.6418695223845046,0.0,-0.27197013933488096,4.602785724571587e-144,0.9138396617193856,chromosome-specific,0.6418695223845046,0.0,0.0,True,False,True
AIF1,chr6,0.652658,1.1202313,0.630189966058463,0.0,-0.4277015992367324,0.0,1.0578915652951955,chromosome-specific,0.630189966058463,0.0,0.0,True,False,True
HLA-DQB1,chr6,0.9482565,1.136884,0.5881898465710786,0.0,-0.22581861187396904,9.451410199760454e-99,0.8140084584450477,chromosome-specific,0.5881898465710786,0.0,0.0,True,False,True
LST1,chr6,0.639278,1.103989,0.5737751008218848,0.0,-0.44364934089003594,0.0,1.0174244417119207,chromosome-specific,0.5737751008218848,0.0,0.0,True,False,True
HLA-DMA,chr6,0.75124156,0.91209835,0.5489790247164027,0.0,-0.19123917937546472,7.680081912883487e-71,0.7402182040918674,chromosome-specific,0.5489790247164027,0.0,0.0,True,False,True
CD83,chr6,0.48664746,0.82061404,0.5044985453354096,0.0,-0.286889850632889,8.818741075808797e-161,0.7913883959682986,chromosome-specific,0.5044985453354096,0.0,0.0,True,False,True
PLS3,chrX,0.23781629,0.50728106,0.4876720827324736,0.0,0.4876720827324736,0.0,0.0,global,0.4876720827324736,0.0,0.0,True,False,False
TFPI2,chr7,0.37827688,0.8761339,0.48671475765480315,0.0,0.4437295106299614,0.0,0.042985247024841744,chromosome-specific,0.48671475765480315,0.0,0.0,True,False,False
LY86,chr6,0.15162045,0.41780984,0.4626233470359137,0.0,-0.2762800697183735,8.718918124683115e-149,0.7389034167542872,chromosome-specific,0.4626233470359137,0.0,0.0,True,False,True
TREM1,chr6,0.306313,0.6294452,0.44464106941420845,0.0,-0.28325236229796885,1.3104394571155711e-156,0.7278934317121772,chromosome-specific,0.44464106941420845,0.0,0.0,True,False,True
GPSM3,chr6,0.6737189,0.9073826,0.42228091730684575,0.0,-0.4858388272954369,0.0,0.9081197446022826,chromosome-specific,0.42228091730684575,0.0,0.0,True,False,True
GNG11,chr7,0.29009953,0.68112534,0.4216237343781115,0.0,0.3110795268432403,3.8539873968737027e-190,0.11054420753487121,chromosome-specific,0.4216237343781115,0.0,0.0,True,False,True
STX11,chr6,0.35195756,0.68686783,0.4210569165371007,0.0,-0.3581041153176754,1.1827755511446811e-255,0.7791610318547761,chromosome-specific,0.4210569165371007,0.0,0.0,True,False,True
ZDHHC9,chrX,0.15734175,0.36937943,0.4150754551387612,0.0,0.4150754551387612,0.0,0.0,global,0.4150754551387612,0.0,0.0,True,False,False
PGRMC1,chrX,0.29864538,0.52664346,0.4097890031907763,0.0,0.4097890031907763,0.0,0.0,global,0.4097890031907763,0.0,0.0,True,False,False
TREM2,chr6,0.099545464,0.37035716,0.39173364625606494,7.1797520586591e-310,-0.18428548716161428,7.894421599676683e-66,0.5760191334176792,chromosome-specific,0.39173364625606494,7.1797520586591e-310,5.490225858310077e-307,True,False,True
PPP1R1B,chr17,0.29763156,0.5765705,0.387135165313973,4.506872619835543e-302,0.5420712246322822,0.0,-0.15493605931830917,chromosome-specific,0.387135165313973,4.506872619835543e-302,3.296483394934493e-299,True,False,False
HLA-B,chr6,2.323055,1.0605755,0.3863617217377121,8.978201728937443e-301,-0.40783375089788837,0.0,0.7941954726356004,chromosome-specific,0.3863617217377121,8.978201728937443e-301,6.293345320246442e-298,True,False,True
SNX3,chr6,0.9292261,0.92581725,0.3809531917978408,8.73866528891512e-292,-0.2841074771554014,1.3875883816121919e-157,0.6650606689532422,chromosome-specific,0.3809531917978408,8.73866528891512e-292,5.654252544439194e-289,True,False,True
PRDX4,chrX,0.38530195,0.594129,0.380598338902369,3.3514045768316976e-291,0.380598338902369,3.3514045768316976e-291,0.0,global,0.380598338902369,3.3514045768316976e-291,2.088173303557024e-288,True,False,False
RNASET2,chr6,0.58836865,0.7927048,0.37522588661118567,1.8842678017578572e-282,-0.267194076582199,6.254271979913544e-139,0.6424199631933847,chromosome-specific,0.37522588661118567,1.8842678017578572e-282,1.0930702492749116e-279,True,False,True
S100A11,chr1,2.0929751,1.2627279,0.37206932536665976,2.18389533747584e-277,-0.018351387337898047,0.09064463441508591,0.3904207127045578,chromosome-specific,0.37206932536665976,2.18389533747584e-277,1.224655708745202e-274,True,False,True
