names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
MALAT1,50.67814,1.580581,0.0,0.0,0.9860012172854534,High_CNV,High_CNV_vs_Low_CNV,True
RPS27,43.43047,0.9743837,0.0,0.0,0.996956786366403,High_CNV,High_CNV_vs_Low_CNV,True
RPS3,42.608578,0.90691775,0.0,0.0,0.9872185027388922,High_CNV,High_CNV_vs_Low_CNV,True
RPL23A,42.07499,0.9555634,0.0,0.0,0.9856968959220938,High_CNV,High_CNV_vs_Low_CNV,True
RPS29,38.798973,0.78672034,0.0,0.0,0.9905660377358491,High_CNV,High_CNV_vs_Low_CNV,True
IL32,38.753143,3.5923479,0.0,0.0,0.7379793061472916,High_CNV,High_CNV_vs_Low_CNV,True
RPL31,38.451645,0.8448212,0.0,0.0,0.9771758977480219,High_CNV,High_CNV_vs_Low_CNV,True
RPL3,38.286476,0.79839754,0.0,0.0,0.9872185027388922,High_CNV,High_CNV_vs_Low_CNV,True
RPS15A,37.77487,0.7928975,0.0,0.0,0.9884357881923311,High_CNV,High_CNV_vs_Low_CNV,True
RPL41,36.298084,0.5384365,1.7344296682124522e-288,2.0430719663136121e-286,0.9936092513694461,High_CNV,High_CNV_vs_Low_CNV,True
RPS4X,35.929924,0.68308234,1.0420416630977021e-282,1.1833724635118516e-280,0.9826536822884967,High_CNV,High_CNV_vs_Low_CNV,True
RPS6,35.864403,0.6989267,1.096738456844351e-281,1.2235085196501833e-279,0.9911746804625685,High_CNV,High_CNV_vs_Low_CNV,True
RPL35A,35.255127,0.7284839,2.8633425244262084e-272,2.9195317728894107e-270,0.9826536822884967,High_CNV,High_CNV_vs_Low_CNV,True
BTG1,34.972683,1.675303,5.855588038555552e-268,5.7539495933267384e-266,0.9309190505173464,High_CNV,High_CNV_vs_Low_CNV,True
RPS27A,34.93299,0.66150224,2.347325875513802e-267,2.282924883544577e-265,0.9917833231892879,High_CNV,High_CNV_vs_Low_CNV,True
RPS25,34.184578,0.6127395,4.0984897715498536e-256,3.7549690105044915e-254,0.9838709677419355,High_CNV,High_CNV_vs_Low_CNV,True
RPS26,34.090637,0.7546935,1.0153164197341981e-254,9.213146363760319e-253,0.9683505782105903,High_CNV,High_CNV_vs_Low_CNV,True
RPL13,34.085167,0.59992015,1.2236093450850646e-254,1.1050357728351546e-252,0.994826536822885,High_CNV,High_CNV_vs_Low_CNV,True
RPL21,33.129078,0.572731,1.1336028112886309e-240,9.512733325703046e-239,0.9942178940961656,High_CNV,High_CNV_vs_Low_CNV,True
RPS18,32.463196,0.57047075,3.5282667639777125e-231,2.8353211516456493e-229,0.9930006086427268,High_CNV,High_CNV_vs_Low_CNV,True
RPS14,32.122066,0.4954141,2.1692388369480828e-226,1.652193355129333e-224,0.9899573950091296,High_CNV,High_CNV_vs_Low_CNV,False
TRAC,31.584042,3.2068155,6.115792008509477e-219,4.47822376221553e-217,0.5876445526475959,High_CNV,High_CNV_vs_Low_CNV,True
RPL10,31.37547,0.5302437,4.3732718322551033e-216,3.153577958126161e-214,0.9972611077297626,High_CNV,High_CNV_vs_Low_CNV,True
RPL13A,31.350857,0.5529175,9.470969048859957e-216,6.803671515592011e-214,0.9954351795496044,High_CNV,High_CNV_vs_Low_CNV,True
CXCR4,31.286947,2.601831,7.023325785900645e-215,4.9886656752661326e-213,0.7282410225197808,High_CNV,High_CNV_vs_Low_CNV,True
RPL34,31.186245,0.5774423,1.637006635972788e-213,1.1456026144363071e-211,0.9908703590992087,High_CNV,High_CNV_vs_Low_CNV,True
RPL30,31.01094,0.5814299,3.838344398702391e-211,2.627949513407612e-209,0.987522824102252,High_CNV,High_CNV_vs_Low_CNV,True
RPL10A,30.497501,0.5896623,2.81238412778008e-204,1.8392022408051454e-202,0.975958612294583,High_CNV,High_CNV_vs_Low_CNV,True
RPL24,30.419811,0.5431876,3.005304590861758e-203,1.9386259035950082e-201,0.9668289713937919,High_CNV,High_CNV_vs_Low_CNV,True
CCL5,30.40019,3.921169,5.461309529058578e-203,3.4991126763039164e-201,0.5663420572124163,High_CNV,High_CNV_vs_Low_CNV,True
CD2,30.393335,3.0498776,6.727822283692327e-203,4.296065643441918e-201,0.5678636640292148,High_CNV,High_CNV_vs_Low_CNV,True
